KIERUNEK;OBSZAR_KOD;OBSZAR;DZIEDZINA_KOD;DZIEDZINA;DYSCYPLINA_KOD;DYSCYPLINA
20406;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;7;historia sztuki
20407;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;7;historia sztuki
20409;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20410;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20411;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20412;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20413;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;77;informatyka
20415;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;77;informatyka
20416;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
20417;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
20418;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20419;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20420;3;obszar nauk przyrodniczych;8;dziedzina nauk o Ziemi;38;geografia
20421;3;obszar nauk przyrodniczych;8;dziedzina nauk o Ziemi;39;geologia
20422;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20423;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20424;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20425;3;obszar nauk przyrodniczych;8;dziedzina nauk o Ziemi;38;geografia
20426;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20427;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20428;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;999;studia interdyscyplinarne
20429;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;999;studia interdyscyplinarne
20432;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;999;studia interdyscyplinarne
20433;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;999;studia interdyscyplinarne
20435;6;obszar nauk ścisłych;15;dziedzina nauk chemicznych;70;chemia
20436;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20437;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20440;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20441;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;75;fizyka
20442;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;75;fizyka
20443;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;74;biofizyka
20447;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
20448;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;77;informatyka
20450;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;77;informatyka
20451;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
20452;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
20453;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20454;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20456;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20457;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20458;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20459;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20460;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
20462;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
20463;5;obszar nauk społecznych;14;dziedzina nauk społecznych;61;nauki o obronności
20465;5;obszar nauk społecznych;14;dziedzina nauk społecznych;61;nauki o obronności
20466;5;obszar nauk społecznych;14;dziedzina nauk społecznych;61;nauki o obronności
20467;5;obszar nauk społecznych;14;dziedzina nauk społecznych;61;nauki o obronności
20468;5;obszar nauk społecznych;14;dziedzina nauk społecznych;61;nauki o obronności
20469;5;obszar nauk społecznych;14;dziedzina nauk społecznych;61;nauki o obronności
20470;5;obszar nauk społecznych;14;dziedzina nauk społecznych;61;nauki o obronności
20471;5;obszar nauk społecznych;14;dziedzina nauk społecznych;61;nauki o obronności
20472;5;obszar nauk społecznych;14;dziedzina nauk społecznych;61;nauki o obronności
20473;5;obszar nauk społecznych;14;dziedzina nauk społecznych;61;nauki o obronności
20474;5;obszar nauk społecznych;14;dziedzina nauk społecznych;61;nauki o obronności
20475;5;obszar nauk społecznych;14;dziedzina nauk społecznych;61;nauki o obronności
20476;5;obszar nauk społecznych;14;dziedzina nauk społecznych;61;nauki o obronności
20477;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20478;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
20480;5;obszar nauk społecznych;14;dziedzina nauk społecznych;999;studia interdyscyplinarne
20481;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20482;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20483;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20484;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20485;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20486;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20487;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20488;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20493;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20494;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20497;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20498;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20499;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20500;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20501;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
20502;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
20503;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
20504;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
20505;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20506;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20507;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20508;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20509;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20511;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20512;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20514;5;obszar nauk społecznych;14;dziedzina nauk społecznych;999;studia interdyscyplinarne
20515;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20516;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20517;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20518;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20519;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20520;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20521;7;obszar nauk technicznych;18;dziedzina nauk technicznych;80;automatyka i robotyka
20525;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;9;kulturoznawstwo
20526;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20529;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20530;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20532;8;obszar sztuki;21;dziedzina sztuk plastycznych;999;studia interdyscyplinarne
20533;8;obszar sztuki;20;dziedzina sztuk muzycznych;999;studia interdyscyplinarne
20534;8;obszar sztuki;20;dziedzina sztuk muzycznych;999;studia interdyscyplinarne
20537;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
20539;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
20540;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;3;dziedzina nauk farmaceutycznych;23;dziedzina nauk farmaceutycznych
20541;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
20545;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
20548;5;obszar nauk społecznych;13;dziedzina nauk prawnych;57;prawo
20550;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
20551;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20552;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20554;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20557;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20559;8;obszar sztuki;21;dziedzina sztuk plastycznych;111;grafika
20562;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20563;7;obszar nauk technicznych;18;dziedzina nauk technicznych;79;architektura i urbanistyka
20565;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
20566;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
20568;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
20569;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
20570;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
20571;7;obszar nauk technicznych;18;dziedzina nauk technicznych;80;automatyka i robotyka
20572;7;obszar nauk technicznych;18;dziedzina nauk technicznych;80;automatyka i robotyka
20573;7;obszar nauk technicznych;18;dziedzina nauk technicznych;81;biocybernetyka i inżynieria biomedyczna
20574;7;obszar nauk technicznych;18;dziedzina nauk technicznych;83;budowa i eksploatacja maszyn
20576;7;obszar nauk technicznych;18;dziedzina nauk technicznych;87;energetyka
20577;7;obszar nauk technicznych;18;dziedzina nauk technicznych;87;energetyka
20578;7;obszar nauk technicznych;18;dziedzina nauk technicznych;87;energetyka
20580;7;obszar nauk technicznych;18;dziedzina nauk technicznych;94;inżynieria materiałowa
20581;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
20582;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
20583;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
20584;7;obszar nauk technicznych;18;dziedzina nauk technicznych;101;transport
20586;7;obszar nauk technicznych;18;dziedzina nauk technicznych;101;transport
20588;7;obszar nauk technicznych;18;dziedzina nauk technicznych;95;inżynieria produkcji
20589;7;obszar nauk technicznych;18;dziedzina nauk technicznych;95;inżynieria produkcji
20590;7;obszar nauk technicznych;18;dziedzina nauk technicznych;95;inżynieria produkcji
20591;7;obszar nauk technicznych;18;dziedzina nauk technicznych;85;elektronika
20592;7;obszar nauk technicznych;18;dziedzina nauk technicznych;85;elektronika
20593;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
20593;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
20594;7;obszar nauk technicznych;18;dziedzina nauk technicznych;100;telekomunikacja
20595;7;obszar nauk technicznych;18;dziedzina nauk technicznych;100;telekomunikacja
20596;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
20597;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
20598;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
20599;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
20600;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
20602;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
20603;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
20606;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;31;biologia
20607;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;31;biologia
20608;6;obszar nauk ścisłych;15;dziedzina nauk chemicznych;70;chemia
20609;6;obszar nauk ścisłych;15;dziedzina nauk chemicznych;70;chemia
20610;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20611;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20612;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20613;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20617;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20618;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20621;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
20622;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
20623;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
20624;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
20625;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
20626;4;obszar nauk rolniczych, leśnych i weterynaryjnych;10;dziedzina nauk rolniczych;999;studia interdyscyplinarne
20628;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
20629;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
20630;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
20631;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
20634;5;obszar nauk społecznych;14;dziedzina nauk społecznych;999;studia interdyscyplinarne
20636;4;obszar nauk rolniczych, leśnych i weterynaryjnych;10;dziedzina nauk rolniczych;43;agronomia
20637;4;obszar nauk rolniczych, leśnych i weterynaryjnych;10;dziedzina nauk rolniczych;43;agronomia
20638;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
20639;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20640;4;obszar nauk rolniczych, leśnych i weterynaryjnych;10;dziedzina nauk rolniczych;43;agronomia
20641;4;obszar nauk rolniczych, leśnych i weterynaryjnych;10;dziedzina nauk rolniczych;43;agronomia
20642;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
20643;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
20644;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
20645;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
20646;4;obszar nauk rolniczych, leśnych i weterynaryjnych;10;dziedzina nauk rolniczych;50;zootechnika
20648;4;obszar nauk rolniczych, leśnych i weterynaryjnych;10;dziedzina nauk rolniczych;50;zootechnika
20650;7;obszar nauk technicznych;18;dziedzina nauk technicznych;79;architektura i urbanistyka
20651;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
20653;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
20654;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
20656;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
20657;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
20659;7;obszar nauk technicznych;18;dziedzina nauk technicznych;79;architektura i urbanistyka
20661;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
20662;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
20663;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
20665;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20666;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20667;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20668;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
